Teunissen,Teunissen,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=teunissen&gba_naam=Teunissen&nfd_naam=Teunissen&operator=rx&taal=,7026,Teunissen
Franken,Franken,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=franken&gba_naam=Franken&nfd_naam=Franken&operator=rx&taal=,7013,Franken
Roelofs,Roelofs,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=roelofs&gba_naam=Roelofs&nfd_naam=Roelofs&operator=rx&taal=,6985,Roelofs
Faber,Faber,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=faber&gba_naam=Faber&nfd_naam=Faber&operator=rx&taal=,6983,Faber
Lammers,Lammers,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=lammers&gba_naam=Lammers&nfd_naam=Lammers&operator=rx&taal=,6977,Lammers
Arts,Arts,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=arts&gba_naam=Arts&nfd_naam=Arts&operator=rx&taal=,6955,Arts
Boersma,Boersma,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=boersma&gba_naam=Boersma&nfd_naam=Boersma&operator=rx&taal=,6916,Boersma
van Os,"Os, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+os&gba_naam=van+Os&nfd_naam=Os%2C+van&operator=rx&taal=,6886,"Os, van"
Buijs,Buijs,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=buijs&gba_naam=Buijs&nfd_naam=Buijs+%28y%29&operator=rx&taal=,6883,Buijs (y)
Joosten,Joosten,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=joosten&gba_naam=Joosten&nfd_naam=Joosten&operator=rx&taal=,6829,Joosten
Venema,Venema,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=venema&gba_naam=Venema&nfd_naam=Venema&operator=rx&taal=,6806,Venema
Schuurman,Schuurman,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=schuurman&gba_naam=Schuurman&nfd_naam=Schuurman&operator=rx&taal=,6790,Schuurman
Verhoef,Verhoef,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=verhoef&gba_naam=Verhoef&nfd_naam=Verhoef&operator=rx&taal=,6784,Verhoef
Thijssen,Thijssen,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=thijssen&gba_naam=Thijssen&nfd_naam=Thijssen+%28y%29&operator=rx&taal=,6779,Thijssen (y)
Derksen,Derksen,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=derksen&gba_naam=Derksen&nfd_naam=Derksen&operator=rx&taal=,6771,Derksen
Visscher,Visscher,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=visscher&gba_naam=Visscher&nfd_naam=Visscher&operator=rx&taal=,6715,Visscher
Derks,Derks,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=derks&gba_naam=Derks&nfd_naam=Derks&operator=rx&taal=,6700,Derks
van den Akker,"Akker, van den",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+den+akker&gba_naam=van+den+Akker&nfd_naam=Akker%2C+van+den&operator=rx&taal=,6658,"Akker, van den"
Goossens,Goossens,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=goossens&gba_naam=Goossens&nfd_naam=Goossens&operator=rx&taal=,6610,Goossens
Kersten,Kersten,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=kersten&gba_naam=Kersten&nfd_naam=Kersten&operator=rx&taal=,6482,Kersten
Timmerman,Timmerman,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=timmerman&gba_naam=Timmerman&nfd_naam=Timmerman&operator=rx&taal=,6406,Timmerman
Wiersma,Wiersma,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=wiersma&gba_naam=Wiersma&nfd_naam=Wiersma&operator=rx&taal=,6405,Wiersma
van der Werf,"Werf, van der",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+der+werf&gba_naam=van+der+Werf&nfd_naam=Werf%2C+van+de+%2F+der&operator=rx&taal=,6290,"Werf, van de / der"
Baas,Baas,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=baas&gba_naam=Baas&nfd_naam=Baas&operator=rx&taal=,6288,Baas
Baars,Baars,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=baars&gba_naam=Baars&nfd_naam=Baars&operator=rx&taal=,6244,Baars
van Essen,"Essen, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+essen&gba_naam=van+Essen&nfd_naam=Essen%2C+van&operator=rx&taal=,6240,"Essen, van"
van Lieshout,"Lieshout, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+lieshout&gba_naam=van+Lieshout&nfd_naam=Lieshout%2C+van&operator=rx&taal=,6199,"Lieshout, van"
Brouwers,Brouwers,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=brouwers&gba_naam=Brouwers&nfd_naam=Brouwers&operator=rx&taal=,6188,Brouwers
Kamphuis,Kamphuis,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=kamphuis&gba_naam=Kamphuis&nfd_naam=Kamphuis&operator=rx&taal=,6140,Kamphuis
van der Plas,"Plas, van der",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+der+plas&gba_naam=van+der+Plas&nfd_naam=Plas%2C+van+de+%2F+der&operator=rx&taal=,6087,"Plas, van de / der"
van Driel,"Driel, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+driel&gba_naam=van+Driel&nfd_naam=Driel%2C+van&operator=rx&taal=,6041,"Driel, van"
Hoek,Hoek,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=hoek&gba_naam=Hoek&nfd_naam=Hoek&operator=rx&taal=,6039,Hoek
Wessels,Wessels,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=wessels&gba_naam=Wessels&nfd_naam=Wessels&operator=rx&taal=,6035,Wessels
van Rooijen,"Rooijen, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+rooijen&gba_naam=van+Rooijen&nfd_naam=Rooijen%2C+van+%28y%29&operator=rx&taal=,6030,"Rooijen, van (y)"
van Rossum,"Rossum, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+rossum&gba_naam=van+Rossum&nfd_naam=Rossum%2C+van&operator=rx&taal=,5991,"Rossum, van"
van Eck,"Eck, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+eck&gba_naam=van+Eck&nfd_naam=Eck%2C+van&operator=rx&taal=,5989,"Eck, van"
van Gils,"Gils, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+gils&gba_naam=van+Gils&nfd_naam=Gils%2C+van&operator=rx&taal=,5979,"Gils, van"
Zwart,Zwart,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=zwart&gba_naam=Zwart&nfd_naam=Zwart&operator=rx&taal=,5949,Zwart
Bouma,Bouma,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=bouma&gba_naam=Bouma&nfd_naam=Bouma&operator=rx&taal=,5942,Bouma
van der Steen,"Steen, van der",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+der+steen&gba_naam=van+der+Steen&nfd_naam=Steen%2C+van+den+%2F+der&operator=rx&taal=,5936,"Steen, van den / der"
Arends,Arends,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=arends&gba_naam=Arends&nfd_naam=Arends&operator=rx&taal=,5927,Arends
Vissers,Vissers,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=vissers&gba_naam=Vissers&nfd_naam=Vissers&operator=rx&taal=,5921,Vissers
Knol,Knol,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=knol&gba_naam=Knol&nfd_naam=Knol&operator=rx&taal=,5906,Knol
van den Bos,"Bos, van den",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+den+bos&gba_naam=van+den+Bos&nfd_naam=Bos%2C+van+den+%2F+der&operator=rx&taal=,5906,"Bos, van den / der"
van der Ploeg,"Ploeg, van der",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+der+ploeg&gba_naam=van+der+Ploeg&nfd_naam=Ploeg%2C+van+de+%2F+der&operator=rx&taal=,5885,"Ploeg, van de / der"
Bijl,Bijl,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=bijl&gba_naam=Bijl&nfd_naam=Bijl&operator=rx&taal=,5883,Bijl
van Dalen,"Dalen, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+dalen&gba_naam=van+Dalen&nfd_naam=Dalen%2C+van&operator=rx&taal=,5873,"Dalen, van"
Hartman,Hartman,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=hartman&gba_naam=Hartman&nfd_naam=Hartman&operator=rx&taal=,5853,Hartman
Hoogendoorn,Hoogendoorn,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=hoogendoorn&gba_naam=Hoogendoorn&nfd_naam=Hoogendoorn&operator=rx&taal=,5816,Hoogendoorn
Terpstra,Terpstra,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=terpstra&gba_naam=Terpstra&nfd_naam=Terpstra&operator=rx&taal=,5801,Terpstra
de Ruijter,"Ruijter, de",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=de+ruijter&gba_naam=de+Ruijter&nfd_naam=Ruijter%2C+de+%28y%29&operator=rx&taal=,5798,"Ruijter, de (y)"
Rietveld,Rietveld,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=rietveld&gba_naam=Rietveld&nfd_naam=Rietveld&operator=rx&taal=,5743,Rietveld
den Hartog,"Hartog, den",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=den+hartog&gba_naam=den+Hartog&nfd_naam=Hartog%2C+den&operator=rx&taal=,5722,"Hartog, den"
van Berkel,"Berkel, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+berkel&gba_naam=van+Berkel&nfd_naam=Berkel%2C+van&operator=rx&taal=,5667,"Berkel, van"
van de Pol,"Pol, van de",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+de+pol&gba_naam=van+de+Pol&nfd_naam=Pol%2C+van+de+%2F+den+%2F+der&operator=rx&taal=,5629,"Pol, van de / den / der"
Boonstra,Boonstra,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=boonstra&gba_naam=Boonstra&nfd_naam=Boonstra&operator=rx&taal=,5605,Boonstra
den Boer,"Boer, den",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=den+boer&gba_naam=den+Boer&nfd_naam=Boer%2C+den&operator=rx&taal=,5595,"Boer, den"
Feenstra,Feenstra,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=feenstra&gba_naam=Feenstra&nfd_naam=Feenstra&operator=rx&taal=,5581,Feenstra
Tromp,Tromp,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=tromp&gba_naam=Tromp&nfd_naam=Tromp&operator=rx&taal=,5577,Tromp
Kooistra,Kooistra,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=kooistra&gba_naam=Kooistra&nfd_naam=Kooistra&operator=rx&taal=,5574,Kooistra
Schut,Schut,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=schut&gba_naam=Schut&nfd_naam=Schut&operator=rx&taal=,5563,Schut
Keizer,Keizer,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=keizer&gba_naam=Keizer&nfd_naam=Keizer&operator=rx&taal=,5490,Keizer
Pieters,Pieters,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=pieters&gba_naam=Pieters&nfd_naam=Pieters&operator=rx&taal=,5473,Pieters
Koopmans,Koopmans,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=koopmans&gba_naam=Koopmans&nfd_naam=Koopmans&operator=rx&taal=,5463,Koopmans
Konings,Konings,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=konings&gba_naam=Konings&nfd_naam=Konings&operator=rx&taal=,5458,Konings
van Zanten,"Zanten, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+zanten&gba_naam=van+Zanten&nfd_naam=Zanten%2C+van&operator=rx&taal=,5456,"Zanten, van"
de Ridder,"Ridder, de",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=de+ridder&gba_naam=de+Ridder&nfd_naam=Ridder%2C+de&operator=rx&taal=,5454,"Ridder, de"
Schepers,Schepers,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=schepers&gba_naam=Schepers&nfd_naam=Schepers&operator=rx&taal=,5439,Schepers
van Vugt,"Vugt, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+vugt&gba_naam=van+Vugt&nfd_naam=Vugt%2C+van&operator=rx&taal=,5418,"Vugt, van"
Veldman,Veldman,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=veldman&gba_naam=Veldman&nfd_naam=Veldman&operator=rx&taal=,5414,Veldman
Smulders,Smulders,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=smulders&gba_naam=Smulders&nfd_naam=Smulders&operator=rx&taal=,5411,Smulders
Brink,Brink,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=brink&gba_naam=Brink&nfd_naam=Brink&operator=rx&taal=,5385,Brink
Boers,Boers,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=boers&gba_naam=Boers&nfd_naam=Boers&operator=rx&taal=,5378,Boers
Stolk,Stolk,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=stolk&gba_naam=Stolk&nfd_naam=Stolk&operator=rx&taal=,5352,Stolk
de Waal,"Waal, de",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=de+waal&gba_naam=de+Waal&nfd_naam=Waal%2C+de&operator=rx&taal=,5332,"Waal, de"
van der Molen,"Molen, van der",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+der+molen&gba_naam=van+der+Molen&nfd_naam=Molen%2C+van+de+%2F+der&operator=rx&taal=,5326,"Molen, van de / der"
Vis,Vis,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=vis&gba_naam=Vis&nfd_naam=Vis&operator=rx&taal=,5313,Vis
van der Zee,"Zee, van der",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+der+zee&gba_naam=van+der+Zee&nfd_naam=Zee%2C+van+der&operator=rx&taal=,5307,"Zee, van der"
Nieuwenhuis,Nieuwenhuis,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=nieuwenhuis&gba_naam=Nieuwenhuis&nfd_naam=Nieuwenhuis&operator=rx&taal=,5300,Nieuwenhuis
Albers,Albers,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=albers&gba_naam=Albers&nfd_naam=Albers&operator=rx&taal=,5262,Albers
van Duijn,"Duijn, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+duijn&gba_naam=van+Duijn&nfd_naam=Duijn%2C+van+%28y%29&operator=rx&taal=,5252,"Duijn, van (y)"
Brand,Brand,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=brand&gba_naam=Brand&nfd_naam=Brand&operator=rx&taal=,5251,Brand
Klomp,Klomp,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=klomp&gba_naam=Klomp&nfd_naam=Klomp&operator=rx&taal=,5243,Klomp
Brinkman,Brinkman,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=brinkman&gba_naam=Brinkman&nfd_naam=Brinkman&operator=rx&taal=,5237,Brinkman
Keijzer,Keijzer,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=keijzer&gba_naam=Keijzer&nfd_naam=Keijzer+%28y%29&operator=rx&taal=,5218,Keijzer (y)
de Jongh,"Jongh, de",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=de+jongh&gba_naam=de+Jongh&nfd_naam=Jongh%2C+de&operator=rx&taal=,5216,"Jongh, de"
van Velzen,"Velzen, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+velzen&gba_naam=van+Velzen&nfd_naam=Velzen%2C+van&operator=rx&taal=,5198,"Velzen, van"
van der Sluis,"Sluis, van der",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+der+sluis&gba_naam=van+der+Sluis&nfd_naam=Sluis%2C+van+de+%2F+der&operator=rx&taal=,5154,"Sluis, van de / der"
van der Veer,"Veer, van der",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+der+veer&gba_naam=van+der+Veer&nfd_naam=Veer%2C+van+de+%2F+der&operator=rx&taal=,5137,"Veer, van de / der"
van Egmond,"Egmond, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+egmond&gba_naam=van+Egmond&nfd_naam=Egmond%2C+van&operator=rx&taal=,5119,"Egmond, van"
Kooijman,Kooijman,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=kooijman&gba_naam=Kooijman&nfd_naam=Kooijman+%28y%29&operator=rx&taal=,5115,Kooijman (y)
Nijenhuis,Nijenhuis,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=nijenhuis&gba_naam=Nijenhuis&nfd_naam=Nijenhuis+%28y%29&operator=rx&taal=,5111,Nijenhuis (y)
Schreurs,Schreurs,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=schreurs&gba_naam=Schreurs&nfd_naam=Schreurs&operator=rx&taal=,5101,Schreurs
Lamers,Lamers,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=lamers&gba_naam=Lamers&nfd_naam=Lamers&operator=rx&taal=,5098,Lamers
Verheijen,Verheijen,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=verheijen&gba_naam=Verheijen&nfd_naam=Verheijen+%28y%29&operator=rx&taal=,5079,Verheijen (y)
van Hoof,"Hoof, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+hoof&gba_naam=van+Hoof&nfd_naam=Hoof%2C+van&operator=rx&taal=,5059,"Hoof, van"
Kool,Kool,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=kool&gba_naam=Kool&nfd_naam=Kool&operator=rx&taal=,5055,Kool
Nijland,Nijland,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=nijland&gba_naam=Nijland&nfd_naam=Nijland+%28y%29&operator=rx&taal=,5052,Nijland (y)
Heemskerk,Heemskerk,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=heemskerk&gba_naam=Heemskerk&nfd_naam=Heemskerk&operator=rx&taal=,5030,Heemskerk
Brands,Brands,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=brands&gba_naam=Brands&nfd_naam=Brands&operator=rx&taal=,4982,Brands
de Visser,"Visser, de",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=de+visser&gba_naam=de+Visser&nfd_naam=Visser%2C+de&operator=rx&taal=,4976,"Visser, de"
Heijnen,Heijnen,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=heijnen&gba_naam=Heijnen&nfd_naam=Heijnen+%28y%29&operator=rx&taal=,4973,Heijnen (y)
Reinders,Reinders,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=reinders&gba_naam=Reinders&nfd_naam=Reinders&operator=rx&taal=,4972,Reinders
Willemse,Willemse,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=willemse&gba_naam=Willemse&nfd_naam=Willemse&operator=rx&taal=,4963,Willemse
Leenders,Leenders,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=leenders&gba_naam=Leenders&nfd_naam=Leenders&operator=rx&taal=,4958,Leenders
Berends,Berends,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=berends&gba_naam=Berends&nfd_naam=Berends&operator=rx&taal=,4938,Berends
Veldhuis,Veldhuis,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=veldhuis&gba_naam=Veldhuis&nfd_naam=Veldhuis&operator=rx&taal=,4936,Veldhuis
de Kok,"Kok, de",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=de+kok&gba_naam=de+Kok&nfd_naam=Kok%2C+de&operator=rx&taal=,4934,"Kok, de"
Ruiter,Ruiter,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=ruiter&gba_naam=Ruiter&nfd_naam=Ruiter&operator=rx&taal=,4915,Ruiter
Bergsma,Bergsma,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=bergsma&gba_naam=Bergsma&nfd_naam=Bergsma&operator=rx&taal=,4899,Bergsma
van Gelder,"Gelder, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+gelder&gba_naam=van+Gelder&nfd_naam=Gelder%2C+van&operator=rx&taal=,4897,"Gelder, van"
Drost,Drost,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=drost&gba_naam=Drost&nfd_naam=Drost&operator=rx&taal=,4876,Drost
Swinkels,Swinkels,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=swinkels&gba_naam=Swinkels&nfd_naam=Swinkels&operator=rx&taal=,4866,Swinkels
Meijers,Meijers,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=meijers&gba_naam=Meijers&nfd_naam=Meijers+%28y%29&operator=rx&taal=,4865,Meijers (y)
Theunissen,Theunissen,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=theunissen&gba_naam=Theunissen&nfd_naam=Theunissen&operator=rx&taal=,4850,Theunissen
Schippers,Schippers,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=schippers&gba_naam=Schippers&nfd_naam=Schippers&operator=rx&taal=,4845,Schippers
Wijnen,Wijnen,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=wijnen&gba_naam=Wijnen&nfd_naam=Wijnen+%28y%29&operator=rx&taal=,4807,Wijnen (y)
Schutte,Schutte,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=schutte&gba_naam=Schutte&nfd_naam=Schutte&operator=rx&taal=,4791,Schutte
Verschoor,Verschoor,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=verschoor&gba_naam=Verschoor&nfd_naam=Verschoor&operator=rx&taal=,4786,Verschoor
Hoogeveen,Hoogeveen,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=hoogeveen&gba_naam=Hoogeveen&nfd_naam=Hoogeveen&operator=rx&taal=,4770,Hoogeveen
Manders,Manders,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=manders&gba_naam=Manders&nfd_naam=Manders&operator=rx&taal=,4768,Manders
Fransen,Fransen,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=fransen&gba_naam=Fransen&nfd_naam=Fransen&operator=rx&taal=,4762,Fransen
de Wilde,"Wilde, de",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=de+wilde&gba_naam=de+Wilde&nfd_naam=Wilde%2C+de&operator=rx&taal=,4758,"Wilde, de"
van der Linde,"Linde, van der",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+der+linde&gba_naam=van+der+Linde&nfd_naam=Linde%2C+van+de+%2F+der&operator=rx&taal=,4757,"Linde, van de / der"
Klaver,Klaver,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=klaver&gba_naam=Klaver&nfd_naam=Klaver&operator=rx&taal=,4741,Klaver
Wagenaar,Wagenaar,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=wagenaar&gba_naam=Wagenaar&nfd_naam=Wagenaar&operator=rx&taal=,4740,Wagenaar
Kooij,Kooij,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=kooij&gba_naam=Kooij&nfd_naam=Kooij+%28y%29&operator=rx&taal=,4722,Kooij (y)
van der Hoeven,"Hoeven, van der",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+der+hoeven&gba_naam=van+der+Hoeven&nfd_naam=Hoeven%2C+van+den+%2F+der&operator=rx&taal=,4706,"Hoeven, van den / der"
Jonkers,Jonkers,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=jonkers&gba_naam=Jonkers&nfd_naam=Jonkers&operator=rx&taal=,4705,Jonkers
Nijhuis,Nijhuis,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=nijhuis&gba_naam=Nijhuis&nfd_naam=Nijhuis&operator=rx&taal=,4688,Nijhuis
van Kessel,"Kessel, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+kessel&gba_naam=van+Kessel&nfd_naam=Kessel%2C+van&operator=rx&taal=,4687,"Kessel, van"
Steenbergen,Steenbergen,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=steenbergen&gba_naam=Steenbergen&nfd_naam=Steenbergen&operator=rx&taal=,4675,Steenbergen
Bongers,Bongers,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=bongers&gba_naam=Bongers&nfd_naam=Bongers&operator=rx&taal=,4674,Bongers
Mulders,Mulders,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=mulders&gba_naam=Mulders&nfd_naam=Mulders&operator=rx&taal=,4663,Mulders
Pol,Pol,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=pol&gba_naam=Pol&nfd_naam=Pol&operator=rx&taal=,4659,Pol
van Putten,"Putten, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+putten&gba_naam=van+Putten&nfd_naam=Putten%2C+van&operator=rx&taal=,4658,"Putten, van"
Bouwmeester,Bouwmeester,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=bouwmeester&gba_naam=Bouwmeester&nfd_naam=Bouwmeester&operator=rx&taal=,4635,Bouwmeester
van Kempen,"Kempen, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+kempen&gba_naam=van+Kempen&nfd_naam=Kempen%2C+van&operator=rx&taal=,4614,"Kempen, van"
de Graaff,"Graaff, de",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=de+graaff&gba_naam=de+Graaff&nfd_naam=Graaff%2C+de&operator=rx&taal=,4590,"Graaff, de"
Koops,Koops,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=koops&gba_naam=Koops&nfd_naam=Koops&operator=rx&taal=,4578,Koops
Franssen,Franssen,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=franssen&gba_naam=Franssen&nfd_naam=Franssen&operator=rx&taal=,4576,Franssen
den Ouden,"Ouden, den",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=den+ouden&gba_naam=den+Ouden&nfd_naam=Ouden%2C+den&operator=rx&taal=,4562,"Ouden, den"
van der Burg,"Burg, van der",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+der+burg&gba_naam=van+der+Burg&nfd_naam=Burg%2C+van+de+%2F+den+%2F+der&operator=rx&taal=,4560,"Burg, van de / den / der"
