van den Brink,"Brink, van den",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+den+brink&gba_naam=van+den+Brink&nfd_naam=Brink%2C+van+de+%2F+den+%2F+der&operator=rx&taal=,13115,"Brink, van de / den / der"
Veenstra,Veenstra,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=veenstra&gba_naam=Veenstra&nfd_naam=Veenstra&operator=rx&taal=,13073,Veenstra
Scholten,Scholten,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=scholten&gba_naam=Scholten&nfd_naam=Scholten&operator=rx&taal=,12764,Scholten
van Wijk,"Wijk, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+wijk&gba_naam=van+Wijk&nfd_naam=Wijk%2C+van&operator=rx&taal=,12700,"Wijk, van"
Postma,Postma,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=postma&gba_naam=Postma&nfd_naam=Postma&operator=rx&taal=,12395,Postma
Martens,Martens,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=martens&gba_naam=Martens&nfd_naam=Martens&operator=rx&taal=,12235,Martens
Vink,Vink,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=vink&gba_naam=Vink&nfd_naam=Vink&operator=rx&taal=,12161,Vink
de Ruiter,"Ruiter, de",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=de+ruiter&gba_naam=de+Ruiter&nfd_naam=Ruiter%2C+de&operator=rx&taal=,12003,"Ruiter, de"
Groen,Groen,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=groen&gba_naam=Groen&nfd_naam=Groen&operator=rx&taal=,11670,Groen
Timmermans,Timmermans,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=timmermans&gba_naam=Timmermans&nfd_naam=Timmermans&operator=rx&taal=,11658,Timmermans
van de Ven,"Ven, van de",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+de+ven&gba_naam=van+de+Ven&nfd_naam=Ven%2C+van+de+%2F+der&operator=rx&taal=,11647,"Ven, van de / der"
Gerritsen,Gerritsen,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=gerritsen&gba_naam=Gerritsen&nfd_naam=Gerritsen&operator=rx&taal=,11593,Gerritsen
Jonker,Jonker,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=jonker&gba_naam=Jonker&nfd_naam=Jonker&operator=rx&taal=,11480,Jonker
Boer,Boer,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=boer&gba_naam=Boer&nfd_naam=Boer&operator=rx&taal=,11448,Boer
van Loon,"Loon, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+loon&gba_naam=van+Loon&nfd_naam=Loon%2C+van&operator=rx&taal=,11320,"Loon, van"
Willemsen,Willemsen,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=willemsen&gba_naam=Willemsen&nfd_naam=Willemsen&operator=rx&taal=,11230,Willemsen
Smeets,Smeets,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=smeets&gba_naam=Smeets&nfd_naam=Smeets&operator=rx&taal=,11145,Smeets
Bosch,Bosch,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=bosch&gba_naam=Bosch&nfd_naam=Bosch&operator=rx&taal=,10940,Bosch
de Lange,"Lange, de",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=de+lange&gba_naam=de+Lange&nfd_naam=Lange%2C+de&operator=rx&taal=,10932,"Lange, de"
de Vos,"Vos, de",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=de+vos&gba_naam=de+Vos&nfd_naam=Vos%2C+de&operator=rx&taal=,10892,"Vos, de"
Schipper,Schipper,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=schipper&gba_naam=Schipper&nfd_naam=Schipper&operator=rx&taal=,10784,Schipper
van Dongen,"Dongen, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+dongen&gba_naam=van+Dongen&nfd_naam=Dongen%2C+van&operator=rx&taal=,10763,"Dongen, van"
Koning,Koning,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=koning&gba_naam=Koning&nfd_naam=Koning&operator=rx&taal=,10735,Koning
van der Laan,"Laan, van der",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+der+laan&gba_naam=van+der+Laan&nfd_naam=Laan%2C+van+de+%2F+der&operator=rx&taal=,10669,"Laan, van de / der"
de Koning,"Koning, de",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=de+koning&gba_naam=de+Koning&nfd_naam=Koning%2C+de&operator=rx&taal=,10620,"Koning, de"
Driessen,Driessen,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=driessen&gba_naam=Driessen&nfd_naam=Driessen&operator=rx&taal=,10518,Driessen
van Doorn,"Doorn, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+doorn&gba_naam=van+Doorn&nfd_naam=Doorn%2C+van&operator=rx&taal=,10485,"Doorn, van"
Hermans,Hermans,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=hermans&gba_naam=Hermans&nfd_naam=Hermans&operator=rx&taal=,10359,Hermans
Evers,Evers,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=evers&gba_naam=Evers&nfd_naam=Evers&operator=rx&taal=,10291,Evers
van der Velden,"Velden, van der",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+der+velden&gba_naam=van+der+Velden&nfd_naam=Velden%2C+van+de+%2F+den+%2F+der&operator=rx&taal=,10189,"Velden, van de / den / der"
van den Bosch,"Bosch, van den",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+den+bosch&gba_naam=van+den+Bosch&nfd_naam=Bosch%2C+van+de+%2F+den+%2F+der&operator=rx&taal=,10100,"Bosch, van de / den / der"
Hofman,Hofman,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=hofman&gba_naam=Hofman&nfd_naam=Hofman&operator=rx&taal=,10000,Hofman
Wolters,Wolters,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=wolters&gba_naam=Wolters&nfd_naam=Wolters&operator=rx&taal=,9991,Wolters
van der Meulen,"Meulen, van der",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+der+meulen&gba_naam=van+der+Meulen&nfd_naam=Meulen%2C+van+der&operator=rx&taal=,9978,"Meulen, van der"
Bosman,Bosman,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=bosman&gba_naam=Bosman&nfd_naam=Bosman&operator=rx&taal=,9937,Bosman
Mol,Mol,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=mol&gba_naam=Mol&nfd_naam=Mol&operator=rx&taal=,9916,Mol
Molenaar,Molenaar,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=molenaar&gba_naam=Molenaar&nfd_naam=Molenaar&operator=rx&taal=,9914,Molenaar
Sanders,Sanders,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=sanders&gba_naam=Sanders&nfd_naam=Sanders&operator=rx&taal=,9912,Sanders
Kuijpers,Kuijpers,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=kuijpers&gba_naam=Kuijpers&nfd_naam=Kuijpers+%28y%29&operator=rx&taal=,9906,Kuijpers (y)
van der Horst,"Horst, van der",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+der+horst&gba_naam=van+der+Horst&nfd_naam=Horst%2C+van+den+%2F+der&operator=rx&taal=,9884,"Horst, van den / der"
de Leeuw,"Leeuw, de",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=de+leeuw&gba_naam=de+Leeuw&nfd_naam=Leeuw%2C+de&operator=rx&taal=,9814,"Leeuw, de"
Verbeek,Verbeek,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=verbeek&gba_naam=Verbeek&nfd_naam=Verbeek&operator=rx&taal=,9463,Verbeek
Stam,Stam,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=stam&gba_naam=Stam&nfd_naam=Stam&operator=rx&taal=,9402,Stam
Kroon,Kroon,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=kroon&gba_naam=Kroon&nfd_naam=Kroon&operator=rx&taal=,9333,Kroon
Groot,Groot,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=groot&gba_naam=Groot&nfd_naam=Groot&operator=rx&taal=,9239,Groot
Timmer,Timmer,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=timmer&gba_naam=Timmer&nfd_naam=Timmer&operator=rx&taal=,9034,Timmer
de Rooij,"Rooij, de",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=de+rooij&gba_naam=de+Rooij&nfd_naam=Rooij%2C+de+%28y%29&operator=rx&taal=,8894,"Rooij, de (y)"
Groeneveld,Groeneveld,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=groeneveld&gba_naam=Groeneveld&nfd_naam=Groeneveld&operator=rx&taal=,8714,Groeneveld
Wouters,Wouters,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=wouters&gba_naam=Wouters&nfd_naam=Wouters&operator=rx&taal=,8709,Wouters
Schaap,Schaap,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=schaap&gba_naam=Schaap&nfd_naam=Schaap&operator=rx&taal=,8648,Schaap
de Haas,"Haas, de",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=de+haas&gba_naam=de+Haas&nfd_naam=Haas%2C+de&operator=rx&taal=,8639,"Haas, de"
Roos,Roos,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=roos&gba_naam=Roos&nfd_naam=Roos&operator=rx&taal=,8599,Roos
van Rijn,"Rijn, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+rijn&gba_naam=van+Rijn&nfd_naam=Rijn%2C+van&operator=rx&taal=,8567,"Rijn, van"
Pronk,Pronk,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=pronk&gba_naam=Pronk&nfd_naam=Pronk&operator=rx&taal=,8419,Pronk
Bosma,Bosma,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=bosma&gba_naam=Bosma&nfd_naam=Bosma&operator=rx&taal=,8413,Bosma
Koopman,Koopman,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=koopman&gba_naam=Koopman&nfd_naam=Koopman&operator=rx&taal=,8347,Koopman
Vonk,Vonk,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=vonk&gba_naam=Vonk&nfd_naam=Vonk&operator=rx&taal=,8275,Vonk
Verhagen,Verhagen,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=verhagen&gba_naam=Verhagen&nfd_naam=Verhagen&operator=rx&taal=,8223,Verhagen
Snijders,Snijders,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=snijders&gba_naam=Snijders&nfd_naam=Snijders&operator=rx&taal=,8116,Snijders
Dekkers,Dekkers,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=dekkers&gba_naam=Dekkers&nfd_naam=Dekkers&operator=rx&taal=,8077,Dekkers
van Es,"Es, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+es&gba_naam=van+Es&nfd_naam=Es%2C+van&operator=rx&taal=,8048,"Es, van"
Versteeg,Versteeg,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=versteeg&gba_naam=Versteeg&nfd_naam=Versteeg&operator=rx&taal=,8025,Versteeg
Zijlstra,Zijlstra,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=zijlstra&gba_naam=Zijlstra&nfd_naam=Zijlstra+%28y%29&operator=rx&taal=,8022,Zijlstra (y)
van der Velde,"Velde, van der",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+der+velde&gba_naam=van+der+Velde&nfd_naam=Velde%2C+van+de+%2F+den+%2F+der&operator=rx&taal=,8015,"Velde, van de / den / der"
Boon,Boon,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=boon&gba_naam=Boon&nfd_naam=Boon&operator=rx&taal=,7993,Boon
Klein,Klein,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=klein&gba_naam=Klein&nfd_naam=Klein&operator=rx&taal=,7932,Klein
Stevens,Stevens,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=stevens&gba_naam=Stevens&nfd_naam=Stevens&operator=rx&taal=,7833,Stevens
Gerrits,Gerrits,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=gerrits&gba_naam=Gerrits&nfd_naam=Gerrits&operator=rx&taal=,7816,Gerrits
Simons,Simons,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=simons&gba_naam=Simons&nfd_naam=Simons&operator=rx&taal=,7812,Simons
Otten,Otten,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=otten&gba_naam=Otten&nfd_naam=Otten&operator=rx&taal=,7778,Otten
Aarts,Aarts,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=aarts&gba_naam=Aarts&nfd_naam=Aarts&operator=rx&taal=,7734,Aarts
Bouwman,Bouwman,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=bouwman&gba_naam=Bouwman&nfd_naam=Bouwman&operator=rx&taal=,7690,Bouwman
Verweij,Verweij,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=verweij&gba_naam=Verweij&nfd_naam=Verweij+%28y%29&operator=rx&taal=,7682,Verweij (y)
van Schaik,"Schaik, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+schaik&gba_naam=van+Schaik&nfd_naam=Schaik%2C+van+%28%C3%AF%29&operator=rx&taal=,7653,"Schaik, van (ï)"
Blok,Blok,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=blok&gba_naam=Blok&nfd_naam=Blok&operator=rx&taal=,7598,Blok
Muller,Muller,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=muller&gba_naam=Muller&nfd_naam=Muller&operator=rx&taal=,7590,Muller
de Jager,"Jager, de",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=de+jager&gba_naam=de+Jager&nfd_naam=Jager%2C+de&operator=rx&taal=,7554,"Jager, de"
Damen,Damen,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=damen&gba_naam=Damen&nfd_naam=Damen&operator=rx&taal=,7475,Damen
Klaassen,Klaassen,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=klaassen&gba_naam=Klaassen&nfd_naam=Klaassen&operator=rx&taal=,7470,Klaassen
Rutten,Rutten,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=rutten&gba_naam=Rutten&nfd_naam=Rutten&operator=rx&taal=,7459,Rutten
Jager,Jager,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=jager&gba_naam=Jager&nfd_naam=Jager&operator=rx&taal=,7449,Jager
van Eijk,"Eijk, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+eijk&gba_naam=van+Eijk&nfd_naam=Eijk%2C+van+%28y%29&operator=rx&taal=,7335,"Eijk, van (y)"
Cornelissen,Cornelissen,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=cornelissen&gba_naam=Cornelissen&nfd_naam=Cornelissen&operator=rx&taal=,7242,Cornelissen
van der Heide,"Heide, van der",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+der+heide&gba_naam=van+der+Heide&nfd_naam=Heide%2C+van+der&operator=rx&taal=,7231,"Heide, van der"
van Rooij,"Rooij, van",http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=van+rooij&gba_naam=van+Rooij&nfd_naam=Rooij%2C+van+%28y%29&operator=rx&taal=,7212,"Rooij, van (y)"
Geurts,Geurts,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=geurts&gba_naam=Geurts&nfd_naam=Geurts&operator=rx&taal=,7158,Geurts
Vermeer,Vermeer,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=vermeer&gba_naam=Vermeer&nfd_naam=Vermeer&operator=rx&taal=,7154,Vermeer
Bouman,Bouman,http://meertens.knaw.nl/nfb/detail_naam.php?gba_lcnaam=bouman&gba_naam=Bouman&nfd_naam=Bouman&operator=rx&taal=,7104,Bouman
